transaction_id,order_id,transaction_date,store_id,product_id,product_category,product_subcategory,quantity,unit_price,discount_rate,unit_cost,year,month,order_units,order_lines,list_revenue,discount_amount,net_revenue,cogs,gross_profit,gross_margin_pct,base_unit_price,base_unit_cost,base_discount_rate,base_margin_pct,unit_cost_change_pct,list_price_change_pct,discount_change_pp,margin_delta_pp
TXN013371,ORD030558,2025-01-01,S024,P022,Kitchenware,Small Appliances,2,135.85,0.0312,93.63,2025,1,2.0,1,271.7,8.477039999999999,263.22296,187.26,75.96296000000001,28.858789522008266,136.06316147511637,94.53243107769423,0.02984621316035987,28.385710791836797,-0.9546259071159802,-0.15666362063427863,0.13537868396401276,0.4730787301714692
TXN013558,ORD002474,2025-01-01,S010,P029,Furniture,Office,1,261.19,0.0423,154.06,2025,1,7.0,3,261.19,11.048337,250.141663,154.06,96.08166299999999,38.410899586927265,253.6519184406258,158.09719415234682,0.030858987537806654,35.686960041878955,-2.5536153086034297,2.9718212287594747,1.1441012462193343,2.72393954504831
TXN013783,ORD028477,2025-01-01,S020,P021,Kitchenware,Small Appliances,1,112.81,0.0276,73.63,2025,1,5.0,2,112.81,3.113556,109.69644400000001,73.63,36.06644400000002,32.87840761729707,110.4748142737897,72.16289232053421,0.030863817822639913,32.599077065483044,2.0330499960411252,2.1137720317166764,-0.32638178226399134,0.2793305518140272
TXN014800,ORD001894,2025-01-01,S023,P017,Kitchenware,Cutlery,1,47.52,0.0668,23.62,2025,1,1.0,1,47.52,3.1743360000000003,44.345664000000006,23.62,20.725664000000005,46.73661893979083,46.4606915783603,23.018817624093685,0.030749300069792547,48.88348715887987,2.6116996351587707,2.2800100163233417,3.605069993020745,-2.1468682190890434
TXN015775,ORD029291,2025-01-01,S001,P014,Kitchenware,Cookware,1,88.98,0.0587,49.49,2025,1,1.0,1,88.98,5.223126000000001,83.75687400000001,49.49,34.26687400000001,40.91231246285529,86.52383464005703,47.968460441910196,0.03159981199071379,42.75136235133959,3.1719582910783473,2.838715332209585,2.7100188009286215,-1.839049888484297
TXN016550,ORD011971,2025-01-01,S021,P005,Electronics,Audio,1,91.53,0.0559,61.8,2025,1,3.0,2,91.53,5.116527,86.41347300000001,61.8,24.613473000000013,28.48337434603515,89.73430096051229,57.95408395588758,0.030913200621685916,33.35571946396938,6.636143273422768,2.001128910869787,2.498679937831408,-4.8723451179342305
TXN017053,ORD049323,2025-01-01,S002,P011,Electronics,Home Tech,1,228.34,0.0431,152.37,2025,1,3.0,2,228.34,9.841454,218.498546,152.37,66.128546,30.26498217521319,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,4.292545541093684,2.691366831644171,1.2094065994198315,-1.9276290872914927
TXN017081,ORD010560,2025-01-01,S025,P026,Furniture,Living Room,3,171.14,0.0192,116.83,2025,1,6.0,2,513.42,9.857663999999998,503.56233599999996,350.49,153.07233599999995,30.397892188664397,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,2.5034536955545583,1.986660401417173,-1.187056168136013,0.4974971239854362
TXN019241,ORD061989,2025-01-01,S001,P006,Electronics,Audio,2,161.45,0.0767,97.03,2025,1,4.0,2,322.9,24.76643,298.13356999999996,194.06,104.07356999999996,34.9083700973359,156.10422925523542,91.94836246260427,0.030269600781692517,39.25950600360315,5.5266210308666075,3.424488093800493,4.6430399218307485,-4.3511359062672526
TXN020455,ORD044400,2025-01-01,S014,P029,Furniture,Office,1,257.63,0.0444,164.83,2025,1,2.0,2,257.63,11.438772,246.191228,164.83,81.36122799999998,33.04798008481439,253.6519184406258,158.09719415234682,0.030858987537806654,35.686960041878955,4.258649803212378,1.568323071960287,1.3541012462193347,-2.6389799570645636
TXN022114,ORD056495,2025-01-01,S001,P029,Furniture,Office,1,260.65,0.0542,159.8,2025,1,1.0,1,260.65,14.127229999999999,246.52276999999998,159.8,86.72276999999997,35.178401573209634,253.6519184406258,158.09719415234682,0.030858987537806654,35.686960041878955,1.077062661853656,2.758931058907921,2.3341012462193342,-0.508558468669321
TXN022480,ORD062103,2025-01-01,S018,P018,Kitchenware,Cutlery,3,56.88,0.0955,29.37,2025,1,4.0,2,170.64000000000001,16.296120000000002,154.34388,88.11,66.23388000000001,42.91318839464189,55.623187281892214,28.741872818922065,0.03176214764918209,46.63246599732681,2.1854079761441714,2.259512227766458,6.373785235081791,-3.719277602684919
TXN024323,ORD039598,2025-01-01,S012,P029,Furniture,Office,2,261.97,0.067,161.84,2025,1,2.0,1,523.94,35.10398000000001,488.8360200000001,323.68,165.15602000000007,33.785566783724335,253.6519184406258,158.09719415234682,0.030858987537806654,35.686960041878955,2.367408142643268,3.2793292518784156,3.6141012462193354,-1.90139325815462
TXN024400,ORD028155,2025-01-01,S014,P009,Electronics,Home Tech,1,175.3,0.0217,126.27,2025,1,3.0,2,175.3,3.8040100000000003,171.49599,126.27,45.22599000000001,26.371456265537176,169.99482089954213,117.75384594667388,0.030096905439539308,28.581443965436986,7.232166376275084,3.120788664257579,-0.8396905439539307,-2.209987699899809
TXN024947,ORD021388,2025-01-01,S016,P014,Kitchenware,Cookware,1,88.79,0.0327,50.37,2025,1,2.0,2,88.79,2.903433,85.88656700000001,50.37,35.516567000000016,41.352877685750336,86.52383464005703,47.968460441910196,0.03159981199071379,42.75136235133959,5.006497052366443,2.6191226606753215,0.11001880092862126,-1.398484665589251
TXN025219,ORD060443,2025-01-01,S023,P012,Electronics,Home Tech,2,301.6,0.06,183.31,2025,1,5.0,2,603.2,36.192,567.008,366.62,200.38800000000003,35.341300299113946,296.7577855382086,175.8919371405096,0.03141529763219579,38.8063716322994,4.217397897872122,1.631705956091234,2.8584702367804207,-3.465071333185456
TXN025505,ORD049905,2025-01-01,S019,P023,Kitchenware,Small Appliances,5,165.98,0.0325,108.69,2025,1,7.0,2,829.9,26.97175,802.92825,543.45,259.47825,32.31649278749378,161.34946896551727,105.76665862068971,0.030649879569610995,32.37604369376375,2.763953610177139,2.869876835772134,0.1850120430389006,-0.05955090626996906
TXN026405,ORD058556,2025-01-01,S008,P017,Kitchenware,Cutlery,5,48.85,0.0683,23.65,2025,1,8.0,2,244.25,16.682275,227.567725,118.25,109.317725,48.037446874331586,46.4606915783603,23.018817624093685,0.030749300069792547,48.88348715887987,2.7420277888020594,5.142644976797017,3.7550699930207454,-0.8460402845482875
TXN026980,ORD049492,2025-01-01,S002,P007,Electronics,Audio,3,216.98,0.0143,134.23,2025,1,3.0,1,650.9399999999999,9.308442,641.6315579999999,402.68999999999994,238.941558,37.239682964596334,216.62483178239086,130.19972083035074,0.031074798374978348,37.96860291395475,3.09545914841145,0.1639554499300866,-1.6774798374978348,-0.7289199493584135
TXN026992,ORD052959,2025-01-01,S014,P019,Kitchenware,Cutlery,1,31.81,0.0432,15.33,2025,1,1.0,1,31.81,1.374192,30.435807999999998,15.33,15.105807999999998,49.631696980083454,31.46396449704142,15.20110059171598,0.02971852623739754,50.207509362480224,0.8479610243107283,1.0997835412352996,1.348147376260246,-0.5758123823967694
TXN026996,ORD054741,2025-01-01,S020,P011,Electronics,Home Tech,3,229.96,0.0126,157.18,2025,1,3.0,1,689.88,8.692488,681.1875120000001,471.54,209.64751200000006,30.776769730329413,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,7.58484155771546,3.4199295638297933,-1.8405934005801685,-1.4158415321752713
TXN028052,ORD024650,2025-01-01,S025,P011,Electronics,Home Tech,1,226.87,0.0836,151.05,2025,1,2.0,2,226.87,18.966331999999998,207.903668,151.05,56.853668,27.34615918368501,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,3.3890464263450992,2.0302636116979578,5.259406599419831,-4.846452078819674
TXN028075,ORD048034,2025-01-01,S014,P011,Electronics,Home Tech,1,227.74,0.0159,155.46,2025,1,1.0,1,227.74,3.6210660000000003,224.118934,155.46,68.65893399999999,30.6350439807107,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,6.407554832437001,2.421528782686533,-1.5105934005801684,-1.5575672817939825
TXN028132,ORD025416,2025-01-01,S005,P002,Electronics,Accessories,1,269.77,0.0079,165.41,2025,1,2.0,2,269.77,2.131183,267.63881699999996,165.41,102.22881699999996,38.196558386371876,259.93555555555554,160.06396624472572,0.03132681545322983,36.430234751253835,3.3399358273432878,3.7834164023561323,-2.342681545322983,1.7663236351180416
TXN029348,ORD062103,2025-01-01,S018,P009,Electronics,Home Tech,1,176.13,0.0338,122.49,2025,1,4.0,2,176.13,5.953193999999999,170.176806,122.49,47.686806000000004,28.021918568620922,169.99482089954213,117.75384594667388,0.030096905439539308,28.581443965436986,4.022080141204842,3.6090388330615175,0.3703094560460689,-0.5595253968160634
TXN030086,ORD002474,2025-01-01,S010,P027,Furniture,Bedroom,4,357.27,0.022,218.22,2025,1,7.0,3,1429.08,31.439759999999996,1397.64024,872.88,524.76024,37.546159947426816,348.3933696770212,213.65181238428306,0.03035983913508233,36.75501338431545,2.1381459697146887,2.547875790864751,-0.8359839135082332,0.7911465631113686
TXN031873,ORD000159,2025-01-01,S005,P018,Kitchenware,Cutlery,2,58.63,0.0134,29.77,2025,1,5.0,2,117.26,1.5712840000000001,115.68871600000001,59.54,56.148716000000015,48.53430649191405,55.623187281892214,28.741872818922065,0.03176214764918209,46.63246599732681,3.5771057354379243,5.405682171482895,-1.8362147649182086,1.9018404945872405
TXN033037,ORD011616,2025-01-01,S007,P005,Electronics,Audio,1,94.78,0.0197,59.45,2025,1,2.0,2,94.78,1.8671659999999999,92.91283399999999,59.45,33.46283399999999,36.01529795119583,89.73430096051229,57.95408395588758,0.030913200621685916,33.35571946396938,2.5812090227343765,5.622932351930943,-1.1213200621685917,2.6595784872264545
TXN034254,ORD018268,2025-01-01,S016,P021,Kitchenware,Small Appliances,2,112.59,0.0641,76.59,2025,1,4.0,2,225.18,14.434038000000001,210.745962,153.18,57.565961999999985,27.31533333008771,110.4748142737897,72.16289232053421,0.030863817822639913,32.599077065483044,6.134881151660876,1.914631619989171,3.323618217736009,-5.283743735395333
TXN034308,ORD055893,2025-01-01,S019,P012,Electronics,Home Tech,4,305.28,0.0459,184.88,2025,1,7.0,4,1221.12,56.049408,1165.0705919999998,739.52,425.5505919999998,36.52573457111171,296.7577855382086,175.8919371405096,0.03141529763219579,38.8063716322994,5.1099913990431345,2.8717745168286735,1.4484702367804212,-2.28063706118769
TXN035374,ORD028030,2025-01-01,S021,P030,Furniture,Office,2,160.5,0.0028,107.41,2025,1,5.0,3,321.0,0.8988,320.1012,214.82,105.28120000000001,32.88997354586612,155.24089680589677,103.76849877149878,0.030302853229058534,31.06762005449595,3.509254997048683,3.3877047236327673,-2.7502853229058535,1.822353491370169
TXN035691,ORD040356,2025-01-01,S023,P026,Furniture,Living Room,2,174.32,0.0216,116.09,2025,1,2.0,1,348.64,7.530624,341.109376,232.18,108.92937599999999,31.93385572608828,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,1.8541978902416378,3.8817029401369885,-0.9470561681360127,2.0334606614093182
TXN036852,ORD014724,2025-01-01,S001,P016,Kitchenware,Cookware,2,147.86,0.0133,68.71,2025,1,3.0,2,295.72,3.9330760000000002,291.78692400000006,137.42,154.36692400000007,52.90398962497718,142.63065391733497,64.73702447049145,0.030536336171213197,53.182488641560134,6.1370993832432275,3.6663549798319206,-1.7236336171213198,-0.2784990165829555
TXN037407,ORD011616,2025-01-01,S007,P016,Kitchenware,Cookware,1,146.31,0.0238,67.68,2025,1,2.0,2,146.31,3.482178,142.827822,67.68,75.14782199999999,52.614274269336676,142.63065391733497,64.73702447049145,0.030536336171213197,53.182488641560134,4.546046954706773,2.579632064785664,-0.6736336171213195,-0.5682143722234585
TXN037882,ORD041280,2025-01-01,S023,P026,Furniture,Living Room,2,168.72,0.0278,117.44,2025,1,2.0,1,337.44,9.380832,328.059168,234.88,93.179168,28.403159274000235,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,3.0386510485827856,0.5445211109448733,-0.32705616813601296,-1.497235790678726
TXN038660,ORD061989,2025-01-01,S001,P026,Furniture,Living Room,2,172.87,0.0433,120.42,2025,1,4.0,2,345.74,14.970542,330.769458,240.84,89.92945799999998,27.18795699692442,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,5.653221724032198,3.017611216506899,1.222943831863987,-2.7124380677545403
TXN038706,ORD057074,2025-01-01,S015,P002,Electronics,Accessories,4,269.92,0.0242,167.55,2025,1,10.0,2,1079.68,26.128256,1053.551744,670.2,383.35174400000005,36.3866080791187,259.93555555555554,160.06396624472572,0.03132681545322983,36.430234751253835,4.676901323205196,3.841123013396497,-0.712681545322983,-0.04362667213513305
TXN039624,ORD062161,2025-01-01,S004,P026,Furniture,Living Room,2,171.3,0.0284,117.79,2025,1,2.0,1,342.6,9.729840000000001,332.87016000000006,235.58,97.29016000000004,29.22766041870501,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,3.3457314970416263,2.082008453679829,-0.26705616813601263,-0.67273464597395
TXN039634,ORD044400,2025-01-01,S014,P026,Furniture,Living Room,1,171.38,0.057,117.95,2025,1,2.0,2,171.38,9.76866,161.61133999999998,117.95,43.66133999999998,27.01626012135039,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,3.4861111306228043,2.1296824798111347,2.5929438318639875,-2.884134943328572
TXN039852,ORD043286,2025-01-01,S015,P020,Kitchenware,Cutlery,1,41.64,0.046,20.08,2025,1,1.0,1,41.64,1.91544,39.72456,20.08,19.64456,49.451925962175544,41.4741398271799,19.07814611154752,0.02978405046311711,52.5877710152467,5.251316782012072,0.3999122670445443,1.621594953688289,-3.135845053071158
TXN042271,ORD013206,2025-01-01,S005,P021,Kitchenware,Small Appliances,1,116.79,0.1026,75.33,2025,1,1.0,1,116.79,11.982654,104.80734600000001,75.33,29.47734600000001,28.12526709721283,110.4748142737897,72.16289232053421,0.030863817822639913,32.599077065483044,4.388831402984894,5.716403116604818,7.173618217736008,-4.4738099682702135
TXN043021,ORD055893,2025-01-01,S019,P022,Kitchenware,Small Appliances,1,138.39,0.0227,98.27,2025,1,7.0,4,138.39,3.141453,135.24854699999997,98.27,36.97854699999998,27.34117875587971,136.06316147511637,94.53243107769423,0.02984621316035987,28.385710791836797,3.9537425195739884,1.7101164633082089,-0.714621316035987,-1.0445320359570864
TXN043158,ORD052469,2025-01-01,S022,P026,Furniture,Living Room,2,169.87,0.0358,112.46,2025,1,2.0,1,339.74,12.162692,327.577308,224.92,102.65730800000003,31.338345328852885,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,-1.3306650466312964,1.229835236582555,0.47294383186398703,1.4379502641739244
TXN043689,ORD017060,2025-01-01,S001,P009,Electronics,Home Tech,3,179.1,0.013,122.4,2025,1,5.0,2,537.3,6.984899999999999,530.3150999999999,367.20000000000005,163.11509999999987,30.7581473731372,169.99482089954213,117.75384594667388,0.030096905439539308,28.581443965436986,3.9456495165603345,5.356150882878086,-1.709690543953931,2.176703407700213
TXN043906,ORD050567,2025-01-01,S017,P017,Kitchenware,Cutlery,2,48.43,0.0378,23.99,2025,1,5.0,2,96.86,3.661308,93.198692,47.98,45.218692,48.51859079739017,46.4606915783603,23.018817624093685,0.030749300069792547,48.88348715887987,4.2190801967594505,4.238654989279023,0.7050699930207454,-0.3648963614897056
TXN044768,ORD024650,2025-01-01,S025,P006,Electronics,Audio,1,161.4,0.0207,98.08,2025,1,2.0,2,161.4,3.34098,158.05902,98.08,59.979020000000006,37.947230091645515,156.10422925523542,91.94836246260427,0.030269600781692517,39.25950600360315,6.668566326985426,3.392458212074345,-0.9569600781692518,-1.3122759119576344
TXN044828,ORD044414,2025-01-01,S001,P029,Furniture,Office,1,262.14,0.0434,169.26,2025,1,1.0,1,262.14,11.376876,250.76312399999998,169.26,81.50312399999999,32.50203726126813,253.6519184406258,158.09719415234682,0.030858987537806654,35.686960041878955,7.060723567868243,3.3463502312761184,1.2541012462193346,-3.184922780610826
TXN046366,ORD036381,2025-01-01,S008,P026,Furniture,Living Room,2,174.81,0.0249,114.0,2025,1,2.0,1,349.62,8.705537999999999,340.914462,228.0,112.91446200000001,33.12105369117489,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,0.020488926587525214,4.173706350191297,-0.6170561681360129,3.2206586264959327
TXN046921,ORD021388,2025-01-01,S016,P004,Electronics,Accessories,1,251.82,0.0346,154.6,2025,1,2.0,2,251.82,8.712971999999999,243.107028,154.6,88.50702800000002,36.40661017829564,242.01694258541752,146.56921275096866,0.030218808786846366,37.55132499356904,5.479177446819072,4.050566588379478,0.43811912131536335,-1.144714815273403
TXN047209,ORD008885,2025-01-01,S023,P016,Kitchenware,Cookware,2,147.98,0.0363,66.95,2025,1,10.0,3,295.96,10.743348,285.21665199999995,133.9,151.31665199999995,53.05323196907871,142.63065391733497,64.73702447049145,0.030536336171213197,53.182488641560134,3.4184078548702423,3.7504883668032285,0.5763663828786801,-0.12925667248142503
TXN047819,ORD039871,2025-01-01,S023,P003,Electronics,Accessories,1,94.5,0.0734,55.52,2025,1,2.0,2,94.5,6.936300000000001,87.5637,55.52,32.043699999999994,36.59473046479305,91.30251998002007,53.144493006993,0.03134317780066588,39.90953532601129,4.469902446325746,3.5020720355578794,4.205682219933412,-3.314804861218235
TXN048906,ORD051421,2025-01-01,S004,P017,Kitchenware,Cutlery,3,47.45,0.0504,23.93,2025,1,3.0,1,142.35000000000002,7.1744400000000015,135.17556000000002,71.78999999999999,63.38556000000003,46.891287152795975,46.4606915783603,23.018817624093685,0.030749300069792547,48.88348715887987,3.958423889472873,2.129345018403672,1.9650699930207454,-1.9922000060838982
TXN049282,ORD003674,2025-01-01,S025,P020,Kitchenware,Cutlery,1,42.39,0.0556,19.76,2025,1,2.0,2,42.39,2.356884,40.033116,19.76,20.273115999999998,50.640864428339775,41.4741398271799,19.07814611154752,0.02978405046311711,52.5877710152467,3.5740049607847935,2.2082680355431927,2.5815949536882887,-1.9469065869069269
TXN050068,ORD022656,2025-01-01,S017,P015,Kitchenware,Cookware,1,62.61,0.0571,30.65,2025,1,2.0,2,62.61,3.5750309999999996,59.034969,30.65,28.384968999999998,48.08161921792488,60.3335337758688,29.255814135103474,0.030854513359226968,49.96608946396777,4.7655001445461975,3.7731359024783417,2.6245486640773033,-1.8844702460428877
TXN050352,ORD062504,2025-01-01,S005,P015,Kitchenware,Cookware,2,62.97,0.0712,30.57,2025,1,4.0,2,125.94,8.966928,116.97307199999999,61.14,55.83307199999999,47.73155996108232,60.3335337758688,29.255814135103474,0.030854513359226968,49.96608946396777,4.492050225735,4.369819003019648,4.034548664077303,-2.234529502885451
TXN052232,ORD003674,2025-01-01,S025,P029,Furniture,Office,1,262.38,0.0869,159.5,2025,1,2.0,2,262.38,22.800822,239.579178,159.5,80.07917800000001,33.42493227854718,253.6519184406258,158.09719415234682,0.030858987537806654,35.686960041878955,0.8873059735022171,3.440968084543483,5.604101246219336,-2.2620277633317727
TXN053057,ORD028155,2025-01-01,S014,P026,Furniture,Living Room,2,171.62,0.0201,116.08,2025,1,3.0,2,343.24,6.8991240000000005,336.340876,232.16,104.18087599999998,30.974788803249712,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,1.8454241631427948,2.272704558205074,-1.097056168136013,1.0743937385707518
TXN053338,ORD052228,2025-01-01,S017,P027,Furniture,Bedroom,2,356.63,0.0127,218.73,2025,1,2.0,1,713.26,9.058402,704.201598,437.46,266.741598,37.878584592476315,348.3933696770212,213.65181238428306,0.03035983913508233,36.75501338431545,2.37685211234393,2.364175394788526,-1.7659839135082331,1.1235712081608682
TXN054202,ORD041064,2025-01-01,S015,P011,Electronics,Home Tech,2,232.1,0.0196,149.43,2025,1,2.0,1,464.2,9.09832,455.10168,298.86,156.24167999999997,34.33115869842537,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,2.2802066036990754,4.382351938445361,-1.1405934005801686,2.1385474359206853
TXN055054,ORD014832,2025-01-01,S016,P011,Electronics,Home Tech,2,229.51,0.0593,150.47,2025,1,2.0,1,459.02,27.219886,431.80011399999995,300.94,130.86011399999995,30.305715482048246,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,2.9920543910767705,3.217551027111565,2.8294065994198316,-1.8868957804564381
TXN055127,ORD044001,2025-01-01,S024,P021,Kitchenware,Small Appliances,2,112.97,0.0202,75.84,2025,1,4.0,2,225.94,4.563988,221.376012,151.68,69.696012,31.483091311627742,110.4748142737897,72.16289232053421,0.030863817822639913,32.599077065483044,5.095565825068049,2.2586014220639328,-1.0663817822639914,-1.115985753855302
TXN055835,ORD026693,2025-01-01,S012,P026,Furniture,Living Room,2,170.86,0.0321,119.23,2025,1,3.0,2,341.72,10.969211999999999,330.750788,238.46,92.29078799999999,27.90342195647316,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,4.609148199272206,1.8198013099575805,0.10294383186398685,-1.9969731082058004
TXN057200,ORD045666,2025-01-01,S025,P011,Electronics,Home Tech,3,226.82,0.0274,149.05,2025,1,5.0,2,680.46,18.644604,661.8153960000001,447.15000000000003,214.66539600000004,32.435841973068875,222.35559526084467,146.0986489585324,0.031005934005801684,32.192611262504684,2.020108373695706,2.0077771076181694,-0.36059340058016837,0.2432307105641911
TXN058117,ORD012973,2025-01-01,S011,P002,Electronics,Accessories,3,264.54,0.0146,170.29,2025,1,4.0,2,793.6200000000001,11.586852000000002,782.0331480000002,510.87,271.1631480000002,34.674124580714086,259.93555555555554,160.06396624472572,0.03132681545322983,36.430234751253835,6.388716958093776,1.7713792307495257,-1.6726815453229829,-1.756110170539749
TXN058162,ORD038021,2025-01-01,S005,P030,Furniture,Office,5,157.33,0.0141,107.55,2025,1,5.0,1,786.6500000000001,11.091765,775.5582350000001,537.75,237.80823500000008,30.662847000780033,155.24089680589677,103.76849877149878,0.030302853229058534,31.06762005449595,3.6441707004243984,1.3457170353217807,-1.6202853229058531,-0.40477305371591754
TXN060647,ORD052006,2025-01-01,S024,P019,Kitchenware,Cutlery,2,31.94,0.0192,15.48,2025,1,2.0,1,63.88,1.226496,62.653504000000005,30.96,31.693504000000004,50.58536550485668,31.46396449704142,15.20110059171598,0.02971852623739754,50.207509362480224,1.8347316801259117,1.5129546151227746,-1.0518526237397543,0.3778561423764586
TXN061311,ORD031322,2025-01-01,S023,P021,Kitchenware,Small Appliances,1,114.08,0.0646,74.28,2025,1,1.0,1,114.08,7.369568,106.710432,74.28,32.430431999999996,30.39106054785721,110.4748142737897,72.16289232053421,0.030863817822639913,32.599077065483044,2.9337899457549277,3.263355317598049,3.373618217736009,-2.2080165176258326
TXN061477,ORD022656,2025-01-01,S017,P005,Electronics,Audio,1,93.57,0.0529,59.26,2025,1,2.0,2,93.57,4.949853,88.620147,59.26,29.360147000000005,33.13032983346327,89.73430096051229,57.95408395588758,0.030913200621685916,33.35571946396938,2.2533632748063637,4.274507070797395,2.198679937831409,-0.2253896305061076
TXN061791,ORD055893,2025-01-01,S019,P003,Electronics,Accessories,1,93.85,0.0301,54.12,2025,1,7.0,4,93.85,2.8248849999999996,91.025115,54.12,36.905115,40.543881762742075,91.30251998002007,53.144493006993,0.03134317780066588,39.90953532601129,1.8355749350711381,2.790153021556696,-0.12431778006658824,0.6343464367307874
TXN064117,ORD031123,2025-01-01,S024,P026,Furniture,Living Room,2,169.99,0.0178,115.69,2025,1,4.0,2,339.98,6.0516440000000005,333.928356,231.38,102.54835600000001,30.709687918806157,167.8062594915814,113.97664740838557,0.031070561681360128,29.90039506467896,1.5032488062886928,1.3013462757795358,-1.327056168136013,0.8092928541271966
